hip,hd,proper,bf,bayer,flam,con,ra_deg,dec,mag,ci,spect,dist
29525,42807,"","","","",Ori,93.30208499999999,10.627144,6.43,0.663,G8V,17.9501
29568,43162,"","","","",CMa,93.43875,-23.861938,6.37,0.713,G5V,16.7224
29569,42466,"","","","",Aur,93.43893,51.172469,6.07,1.051,K1III,127.8772
29575,43023,"","","","",Ori,93.47598,-3.741374,5.83,0.91,G8III,94.2507
29616,42954,"","","","",Ori,93.61909499999999,17.906353,5.86,0.253,A6m,162.0746
29629,43157,"","","","",Mon,93.652935,-4.568457,5.83,-0.155,B5V,196.0784
29650,43042,"",71    Ori,"",71,Ori,93.712005,19.156448,5.2,0.43,F6V,20.816
29651,43232,"",5Gam Mon,Gam,5,Mon,93.71388,-6.274776,3.99,1.319,K3III,152.6718
29655,42995,Propus,7Eta Gem,Eta,7,Gem,93.719415,22.506799,3.31,1.6,M3III,117.9245
29679,43396,"","","","",CMa,93.78501,-20.272186,5.88,1.322,K2III,226.2443
29678,43112,"","","","",Ori,93.785295,13.851098,5.91,-0.231,B1V,366.3004
29692,43429,"","","","",CMa,93.82384499999999,-18.477163,5.99,1.058,K1III,62.5391
29696,43039,"",44Kap Aur,Kap,44,Aur,93.84456,29.498076,4.32,1.021,G8IIIvar,54.2594
29704,43153,"",72    Ori,"",72,Ori,93.85470000000001,16.143175,5.34,-0.101,B7V,160.2564
29705,43362,"","","","",Mon,93.858945,-9.035757,6.09,-0.081,B9III,214.1328
29711,43319,"","","","",Mon,93.87364500000001,-4.914719,5.99,0.097,A5IVs,65.0618
29716,43318,"","","","",Ori,93.89277,-0.512189,5.62,0.506,F6V,37.1885
29728,43285,"","","","",Ori,93.9174,6.066166,6.07,-0.124,B6V,200.4008
29730,42633,"",40    Cam,"",40,Cam,93.918855,59.998975,5.37,1.339,K3III,150.8296
29735,43445,"","","","",CMa,93.93702,-13.718414,5.0,-0.078,B9V,125.0
29736,43247,"",73    Ori,"",73,Ori,93.93735,12.551067,5.44,0.015,B9II-III,357.1429
29746,43358,"","","","",Ori,93.97488,1.169078,6.37,0.443,F5IV:,96.2464
29771,43544,"","","","",CMa,94.032045,-16.618006,5.97,-0.167,B2/B3V,238.6635
29788,44120,"","","","",Pic,94.07838000000001,-59.213504,6.44,0.593,G1V,37.4251
29789,43261,"",8    Gem,"",8,Gem,94.07935499999999,23.970027,6.09,0.897,G8III,136.9863
29798,43335,"","","","",Ori,94.09914,17.181607,6.39,1.565,K5II,294.1176
29800,43386,"",74    Ori,"",74,Ori,94.11091499999999,12.272163,5.04,0.431,F5IV-V,19.2493
29807,43785,"",Kap Col,Kap,"",Col,94.13806500000001,-35.140519,4.37,0.978,G8II,55.9597
29808,43847,"","","","",Col,94.14829499999999,-39.264394,6.0,0.163,A2Vm...,123.3046
29840,43384,"",9    Gem,"",9,Gem,94.24461000000001,23.740909,6.24,0.446,B3Ia,100000.0
29842,43899,"","","","",Col,94.25512499999999,-37.737445,5.54,1.129,K2III,91.5751
29843,43745,"","","","",CMa,94.264965,-22.715229,6.05,0.576,F8/G0V,40.2576
29850,43525,"",75    Ori,"",75,Ori,94.27758,9.94239,5.39,0.106,A2V,69.1085
29852,43940,"","","","",Col,94.289865,-37.253498,5.88,0.139,A2V,61.9195
29860,43587,"","","","",Ori,94.31724,5.100112,5.7,0.61,G0.5Vb,19.2493
29895,43827,"","","","",CMa,94.423845,-16.815908,5.15,1.293,K1III,189.7533
29913,44267,"","","","",Car,94.46558999999999,-52.733031,6.4,1.456,K2/K3III,366.3004
29919,42973,"",1    Lyn,"",1,Lyn,94.478445,61.515286,5.01,1.843,M3III,195.6947
29931,43683,"","","","",Ori,94.52337,14.382859,6.12,0.035,A3V,220.2643
29941,43955,"","","","",CMa,94.557195,-19.966974,5.51,-0.163,B2/B3V,243.9024
29949,43380,"",43    Aur,"",43,Aur,94.57026,46.360443,6.33,1.113,K2III,121.2121
29982,43821,"","","","",Ori,94.66813499999999,9.047183,6.24,0.87,K0,98.8142
29993,44021,"","","","",CMa,94.703295,-15.024954,6.04,1.663,M1III:,175.1313
29996,43993,"","","","",Mon,94.710765,-9.390018,5.36,1.239,K1III,144.0922
29997,42818,"","","","",Cam,94.711575,69.319787,4.76,0.025,A0Vn,53.6481
30011,44081,"","","","",CMa,94.74573,-20.925611,5.79,-0.155,B3II/III,537.6344
30019,43819,"","","","",Ori,94.75767,17.325259,6.27,-0.094,B9IIIsp...,260.4167
30028,44037,"","","","",Mon,94.78305,-8.586012,6.22,-0.043,B9V,127.0648
30060,43378,"",2    Lyn,"",2,Lyn,94.90578000000001,59.010964,4.44,0.032,A2Vs,48.0077
30062,44225,"","","","",CMa,94.90905000000001,-22.103119,6.29,1.473,K3III,282.4859
30069,44323,"","","","",Col,94.92064500000001,-34.396591,5.76,-0.08,B9V,125.0
30073,44112,"",7    Mon,"",7,Mon,94.928325,-7.822908,5.27,-0.177,B2.5V,267.3797
30093,44131,"","","","",Ori,94.99833,-2.944493,4.91,1.613,M1III,142.4501
30099,44033,"","","","",Ori,95.017605,14.651127,5.67,1.578,K3Ib,181.8182
30122,44402,Furud,1Zet CMa,Zet,1,CMa,95.078295,-30.063367,3.02,-0.16,B2.5V,111.1111
30141,44379,"","","","",CMa,95.1465,-23.637963,6.49,1.132,K0III,166.9449
30143,44506,"","","","",Col,95.151,-34.144144,5.55,-0.182,B3V,595.2381
30190,44394,"","","","",CMa,95.27263500000001,-11.817324,6.32,1.676,K5,232.5581
30200,44092,"","","","",Aur,95.29965,29.540816,6.41,0.048,A1Vs,106.7236
30214,44458,"","","","",CMa,95.352975,-11.773238,5.48,0.002,B1Vpe SB,337.8378
30217,44333,"","","","",Mon,95.35737,2.268522,6.3,0.251,A4.5V,92.3361
30218,44234,"","","","",Gem,95.358015,17.763503,6.32,1.1,G9:III:,131.406
30247,43905,"",45    Aur,"",45,Aur,95.442165,53.452179,5.34,0.448,F5III...,59.2066
30272,43812,"",4    Lyn,"",4,Lyn,95.51481,59.372099,6.05,0.153,A3V,152.207
30277,44762,"",Del Col,Del,"",Col,95.52846,-33.4364,3.85,0.858,G7II,71.736
30318,44497,"","","","",Ori,95.65164,12.570237,6.0,0.319,F0III,69.8324
30321,45669,"",Pi 1Dor,Pi-1,"",Dor,95.65935,-69.984043,5.56,1.51,K5III,189.7533
30324,44743,Mirzam,2Bet CMa,Bet,2,CMa,95.674935,-17.955918,1.98,-0.24,B1II/III,151.0574
30342,45229,"",Nu  Pic,Nu,"",Pic,95.732685,-56.369969,5.6,0.242,Am,48.2625
30343,44478,Tejat,13Mu  Gem,Mu,13,Gem,95.740095,22.513586,2.87,1.621,M3IIIvar,71.0227
30352,45461,"","","","",Pic,95.756115,-63.683136,6.3,1.612,M1III,337.8378
30357,44061,"","","","",Lyn,95.776545,56.976349,6.47,1.075,K1III,152.6718
30376,44956,"","","","",CMa,95.810325,-31.790312,6.31,0.893,G8III,105.3741
30382,44700,"","","","",Mon,95.82705,3.764489,6.41,-0.149,B3V,325.7329
30407,44816,"","","","",Mon,95.899665,-9.874727,6.11,1.841,K5,446.4286
30419,44769,"",8Eps Mon,Eps,8,Mon,95.942025,4.592865,4.39,0.215,A5IV,37.4953
30420,44891,"","","","",CMa,95.94226499999999,-15.071257,6.27,1.534,K2/K3III,448.4305
30423,45450,"","","","",Pic,95.945505,-58.543871,6.47,0.12,A3V,103.8422
30436,45018,"","","","",CMa,95.98299,-25.577629,5.61,1.561,K5III,310.559
30438,45348,Canopus,Alp Car,Alp,"",Car,95.98792499999999,-52.69566,-0.62,0.164,F0Ib,94.7867
30444,45145,"","","","",Col,96.00421499999999,-36.707764,5.62,1.027,K1II/III,101.5228
30448,44783,"","","","",Mon,96.00951,8.885014,6.24,-0.06,B8Vn,348.4321
30457,44951,"","","","",CMa,96.043005,-11.530088,5.21,1.23,K3III,106.8376
30463,45557,"","","","",Pic,96.05775,-60.281325,5.78,-0.001,A0V,93.0233
30468,44996,"","","","",CMa,96.08574,-12.961939,6.12,-0.076,B4V,289.0173
30480,45701,"","","","",Pic,96.11076,-63.428929,6.45,0.66,G3III/IV,31.7561
30501,44780,"","","","",Gem,96.18227999999999,25.048714,6.35,1.21,K2III,245.098
30503,45184,"","","","",CMa,96.182895,-28.780112,6.37,0.626,G2V,21.8818
30505,45306,"","","","",Col,96.18539999999999,-40.283979,6.3,-0.049,B9V,165.8375
30517,44867,"","","","",Ori,96.21987,16.05713,6.35,1.063,G9III,141.0437
30520,44537,"",46Psi1Aur,Psi-1,46,Aur,96.224595,49.287893,4.92,1.905,K5Iabvar,100000.0
30524,45796,"","","","",Pic,96.23251499999999,-63.828144,6.26,-0.119,B6V,224.2152
30541,44990,"","","","",Mon,96.30417,7.085713,6.26,0.85,K1Iabv SB,826.4463
30545,45067,"","","","",Mon,96.318945,-0.945883,5.88,0.564,F8V,33.5683
30564,44984,"","","","",Ori,96.367395,14.721992,6.3,2.349,C5II,100000.0
30565,46116,"",Pi 2Dor,Pi-2,"",Dor,96.36934500000001,-69.690299,5.37,0.971,G8III,82.7815
30566,45383,"","","","",Col,96.375015,-35.064153,6.24,1.353,K3III,168.3502
30570,44927,"","","","",Gem,96.38724,23.327169,6.05,0.02,A2Vn,150.6024
30591,45572,"","","","",Pup,96.431895,-48.176898,5.76,-0.061,B9V,180.1802
30595,45168,"","","","",Mon,96.4464,-3.889032,6.33,1.018,G9III,287.3563
30602,45090,"","","","",Mon,96.46803,11.125884,6.39,0.077,A0,123.1527
30608,45239,"","","","",Mon,96.49512,-7.894983,6.4,0.145,A4V,173.6111
30627,45215,"","","","",Mon,96.53979,-3.515691,6.42,1.039,G5,173.0104
30651,44691,"","","","",Lyn,96.60771,56.285096,5.53,0.238,A3m,74.9625
30660,45321,"","","","",Mon,96.643515,-4.5974,6.16,-0.151,B2.5V,396.8254
30666,45320,"","","","",Mon,96.664935,-1.507336,5.87,0.07,A3Vn,72.4638
30669,45420,"","","","",CMa,96.677745,-14.603429,6.32,1.242,K0/K1III,169.7793
30675,45380,"","","","",Mon,96.68688,-7.511936,6.35,-0.061,A0Vn,75.4148
30679,44708,"",5    Lyn,"",5,Lyn,96.70365,58.417409,5.21,1.538,K4III,191.9386
30700,45418,"","","",9,Mon,96.753645,-4.355659,6.5,-0.155,B4V,287.3563
30703,45984,"","","","",Pic,96.76720499999999,-58.002116,5.82,1.279,K3III,172.7116
30706,45680,"","","","",Col,96.781605,-37.895507,6.48,0.394,F3V,50.4032
30711,45588,"","","","",CMa,96.7974,-25.856496,6.05,0.545,F8/G0V,29.8686
30717,45416,"","","","",Mon,96.807345,0.299246,5.19,1.186,K1II,260.4167
30720,45433,"","","","",Mon,96.814965,-0.275999,5.55,1.376,K5III,212.3142
30728,45415,"","","","",Mon,96.835215,2.908288,5.55,1.035,G9III,94.4287
30741,45192,"","","","",Aur,96.898005,32.562946,6.43,1.264,K0,184.8429
30769,45394,"",16    Gem,"",16,Gem,96.98612999999999,20.49632,6.22,0.041,A2Vs,142.4501
30772,45546,"",10    Mon,"",10,Mon,96.98988,-4.762154,5.06,-0.175,B2V,333.3333
30788,45813,"",Lam CMa,Lam,"",CMa,97.04254499999999,-32.58007,4.47,-0.169,B4V,129.8701
30794,44472,"","","","",Cam,97.06035,70.53532,6.03,0.103,A4V,177.9359
30798,45563,"","","","",Mon,97.06986,1.912679,6.48,-0.064,B9V,161.5509
30804,45512,"","","","",Mon,97.078395,10.303893,6.16,1.15,K2III-IV,81.8331
30815,45506,"","","","",Gem,97.1169,16.238386,6.24,0.894,G5,68.918
30827,45412,"",48    Aur,"",48,Aur,97.14204000000001,30.493034,5.75,0.779,F5.5Ibv,100000.0
30836,45765,"","","","",CMa,97.155915,-17.466009,5.76,1.118,K0III,139.8601
30840,45871,"","","","",CMa,97.16351999999999,-32.371279,5.74,-0.16,B5IV,264.5503
30849,45983,"","","","",Col,97.17675,-41.074877,6.32,0.39,F2/F3V,74.5712
30867,45725,"",11Bet Mon,Bet,11,Mon,97.204455,-7.033062,3.76,-0.113,B3Ve,207.4689
30883,45542,"",18Nu  Gem,Nu,18,Gem,97.240785,20.212133,4.13,-0.115,B6III,166.9449
30906,45724,"","","","",Mon,97.31172,2.646194,6.17,1.539,M1,300.3003
30932,46355,"","","","",Pic,97.368825,-56.852766,5.2,1.087,K0III,93.2836
30953,46273,"","","","",Pup,97.45453499999999,-50.239085,5.28,0.371,F2V,51.4403
30972,45466,"",47    Aur,"",47,Aur,97.512405,46.685554,5.88,1.448,K4III,187.2659
30973,46730,"","","","",Dor,97.51254,-65.568242,6.28,0.329,F0III,96.8054
30986,45976,"","","","",Mon,97.54698,-10.081511,5.92,1.373,K0,319.4888
30988,46037,"","","","",CMa,97.549245,-19.214889,6.44,1.683,M0/M1III,322.5806
31024,46064,"","","","",CMa,97.64535,-13.148172,6.16,-0.137,B2III,500.0
31037,46189,"","","","",CMa,97.69287,-27.769575,5.92,-0.156,B3IV/V,377.3585
31039,45410,"",6    Lyn,"",6,Lyn,97.69635,58.162633,5.86,0.934,K0IV,55.8036
31056,46365,"","","","",Col,97.74957,-40.916253,6.19,1.398,K3III,173.3102
31066,45995,"","","","",Mon,97.789845,11.251375,6.17,-0.116,B2V:nne,303.0303
31068,46792,"","","","",Pic,97.79436000000001,-61.879545,6.15,-0.147,B3V,380.2281
31072,46349,"","","","",Col,97.80456000000001,-35.25884,5.82,0.813,G8III+...,188.6792
31079,46569,"","","","",Car,97.82616,-51.825953,5.58,0.534,F8V,36.914
31084,46184,"","","","",CMa,97.84602000000001,-12.391953,5.16,1.262,K1III,112.3596
31086,46347,"","","","",CMa,97.849995,-32.868548,6.31,1.665,M4III,314.4654
31099,46431,"","","","",Col,97.89560999999999,-36.940027,6.26,1.599,M2/M3III,220.7506
31105,46031,"",19    Gem,"",19,Gem,97.90597500000001,15.903501,6.38,0.275,A8V,134.9528
31119,46089,"","","","",Mon,97.951245,11.544412,5.22,0.185,A3V,63.6537
31121,46229,"","","","",Mon,97.958595,-8.158235,5.43,1.373,K2III,214.1328
31125,46328,"",4Xi 1CMa,Xi-1,4,CMa,97.964025,-23.418422,4.34,-0.245,B1III,423.7288
31137,46860,"",Mu  Pic,Mu,"",Pic,97.99296,-58.753835,5.69,-0.057,B9V,232.0186
31158,46136,"","","",20,Gem,98.077275,17.784349,6.26,0.541,F6V...,80.2568
31159,46241,"",12    Mon,"",12,Mon,98.08002,4.855999,5.88,0.997,K0V,172.4138
31165,46568,"","","","",Col,98.089065,-37.696702,5.25,0.982,G8III,83.7521
31167,46304,"","","","",Mon,98.09637,-5.86882,5.6,0.256,F0Vnn+...,41.841
31168,46178,"","","","",Mon,98.09697,11.67352,6.08,1.069,K0III,210.5263
31173,46052,"","","","",Aur,98.113275,32.454898,5.82,0.188,A3m + A3m,80.5802
31190,46547,"","","","",CMa,98.16239999999999,-32.030447,5.73,-0.18,B2V,537.6344
31205,46407,"","","","",CMa,98.19531,-11.166381,6.3,1.096,K0III:...,123.3046
31216,46300,"",13    Mon,"",13,Mon,98.22594000000001,7.332965,4.47,0.023,A0Ib,100000.0
31241,46727,"","","","",Col,98.29266000000001,-38.62519,6.44,0.999,G8III,150.6024
31265,47001,"","","","",Car,98.35956,-52.329234,6.18,1.088,G8III,183.8235
31266,46602,"","","","",CMa,98.36113499999999,-20.923961,6.39,0.817,K0III+...,98.8142
31277,46374,"","","","",Gem,98.40069,14.155163,5.57,1.105,K2III:,77.0416
31278,46487,"","","","",Mon,98.40800999999999,-1.220154,5.09,-0.132,B5Vn,169.7793
31299,46815,"","","","",Col,98.456175,-36.232029,5.42,1.419,K3III,120.048
31359,46101,"",7    Lyn,"",7,Lyn,98.636655,55.353042,6.45,1.554,K0III:,295.858
31362,46936,"","","","",CMa,98.647215,-32.716255,5.62,-0.085,B9V,161.2903
31385,46642,"",14    Mon,"",14,Mon,98.692995,7.572482,6.44,-0.01,A0Vs,115.4734
31407,47306,"","","","",Car,98.7441,-52.975607,4.35,-0.021,B9III,418.41
31416,46933,"",5Xi 2CMa,Xi-2,5,CMa,98.76411,-22.964793,4.54,-0.035,A0III,135.318
31434,46553,"",49    Aur,"",49,Aur,98.80026,28.022314,5.26,-0.008,A0Vnn,113.3787
31446,46769,"","","","",Mon,98.81595,0.890216,5.78,0.004,B8Ib,467.2897
31448,46709,"","","","",Mon,98.823315,9.988335,5.93,1.508,K4III,469.4836
31457,47144,"","","","",Col,98.850915,-36.779879,5.59,-0.13,A0V,156.25
31469,47012,"","","","",CMa,98.87841,-22.109053,6.32,1.03,K0III,134.4086
31509,47230,"","","","",Col,98.97516,-36.088632,6.36,0.486,F6V,39.604
31564,47138,"",6Nu 1CMa,Nu-1,6,CMa,99.095205,-18.659904,5.71,0.848,G8/K0III+..,107.5269
31579,46687,"","","","",Aur,99.136815,38.4455,5.4,2.773,C5II,100000.0
31583,47054,"","","","",Mon,99.14721,-5.211143,5.52,-0.082,B8V,230.9469
31592,47205,"",7Nu 2CMa,Nu-2,7,CMa,99.17098499999999,-19.255879,3.95,1.037,K1III+...,19.7511
31593,47247,"","","","",CMa,99.171105,-22.614732,6.35,-0.117,B3V,322.5806
31599,47182,"","","","",CMa,99.19416,-13.321036,5.95,1.562,K4/K5III,210.9705
31603,47475,"","","","",Col,99.213645,-41.557141,6.36,1.147,K0II,483.0918
31617,47463,"","","","",Col,99.257865,-38.146506,6.03,1.03,K0III,110.3753
31637,47500,"","","","",Col,99.30765000000001,-36.990651,5.72,-0.112,B6IV,350.8772
31646,47129,"","","","",Mon,99.350175,6.135382,6.05,0.018,O8e,100000.0
31650,47020,"","","","",Gem,99.36370500000001,24.590851,6.44,0.101,A3V,121.9512
31662,47156,"","","","",Mon,99.40372500000001,10.853293,6.39,1.351,K0,152.439
31665,46590,"",11    Lyn,"",11,Lyn,99.40998,56.857531,5.87,0.006,A2V,101.7294
31672,47220,"","","","",Mon,99.41802,2.704158,6.17,1.08,K1III,135.6852
31674,47366,"","","","",CMa,99.41996999999999,-12.985116,6.11,0.994,K1III:,80.0
31676,46480,"",8    Lyn,"",8,Lyn,99.423,61.481233,5.94,0.899,G8IV-V,52.0562
31681,47105,Alhena,24Gam Gem,Gam,24,Gem,99.42792,16.399252,1.93,0.001,A0IV,33.5121
31685,47670,"",Nu  Pup,Nu,"",Pup,99.440295,-43.195934,3.17,-0.103,B8III SB,113.8952
31688,47536,"","","","",CMa,99.448365,-32.339735,5.25,1.177,K1III,123.3046
31697,47240,"","","","",Mon,99.469605,4.95667,6.14,0.091,B1Ib,100000.0
31700,47442,"",8Nu 3CMa,Nu-3,8,CMa,99.47259,-18.237478,4.42,1.137,K0II/III,129.199
